1	50.535714285714285	0.7277280109255162	0.0	0.3930385967878737	21.86904761904762	0.5616279371530337
2	17.78571428571429	0.5421107881358558	0.0	0.11204882111159938	1.25	0.44079878537092015
3	2.261904761904762	0.4479426420571369	0.0	0.02673696576295089	0.0	0.31304577016207935
4	0.0	0.35213445554227574	0.0	0.005270863013815656	0.0	0.2390529435223665
5	0.0	0.2879475215558946	0.0	6.1510725215783E-4	0.0	0.1868515868945395
6	0.0	0.24184752369100376	0.0	7.78370834261785E-5	0.0	0.1533110956624642
7	0.0	0.2110024283633259	0.0	1.3706370011628816E-5	0.0	0.12902119866010356
8	0.0	0.19032736216387883	0.0	1.0144079162936925E-6	0.0	0.10760513142245702
9	0.0	0.17294240076374176	0.0	0.0	0.0	0.09037087197777274
10	0.0	0.15927501712196562	0.0	0.0	0.0	0.07527217845967613

