8	2	8	8	3	7	62
9	9	9	7	10	9	100
9	3	8	6	7	9	82
4	7	5	4	8	7	76
9	9	9	2	9	9	108
8	3	8	3	9	5	82
7	7	5	8	6	5	66
1	1	10	10	10	8	62
6	2	6	9	6	7	58
6	4	6	7	7	7	68
8	2	8	2	8	7	84
2	2	2	9	2	2	24
3	4	3	9	2	4	36
9	9	9	9	9	9	94
3	3	3	5	3	3	42
8	10	5	5	3	8	80
7	4	3	7	6	6	60
6	6	6	6	6	7	72
9	5	7	9	8	8	78
9	8	9	6	8	1	80
5	5	5	5	5	5	62
9	5	7	4	6	9	86
4	3	6	7	4	5	52
9	3	7	9	10	7	76
