6	1	4	8	8	4	52
7	3	4	8	3	6	52
2	2	2	9	2	2	24
2	3	2	8	1	3	28
1	1	1	10	1	1	12
8	4	8	2	9	7	90
6	8	3	8	8	5	66
1	1	9	10	8	6	52
3	2	2	7	2	2	30
4	3	4	8	4	6	48
6	3	6	7	4	4	54
2	2	3	8	2	2	28
3	1	2	10	2	3	24
6	6	2	9	5	6	54
2	2	2	7	2	2	28
8	8	5	5	3	8	76
7	3	5	7	3	5	54
6	6	6	6	6	6	70
2	2	2	8	2	2	26
1	4	1	10	1	1	18
5	5	5	5	5	5	62
6	4	6	8	5	7	62
5	4	7	5	5	7	68
2	1	4	10	2	2	24
