10	0.53	1.0	0.6824983839689721	0.6800657036830796	0.9175000000000001	0.9800000000000001	0.9413675213675214	0.7786297475265958	0.835	1.0	0.904004884004884	0.7788831556107025	0.8724999999999999	0.9800000000000001	0.9159706959706961	0.7804556246740889
20	0.535	1.0	0.6883310750188981	0.6739824952726552	0.8116619654854949	0.9269133644133645	0.8629889474167912	0.7480188901551605	0.7564250610071044	0.9839743589743591	0.8463230986456793	0.7445823656843696	0.8054531742767036	0.9339743589743591	0.8603963789108636	0.7559747286157137
30	0.4999999999999999	1.0	0.660642448592297	0.6655931047855038	0.7099682382834557	0.930545108486285	0.800974084734903	0.7223341790873214	0.675227653532809	0.9714192343604109	0.7900221505673443	0.7188511247589771	0.723619493251846	0.9311050632374164	0.8091095670518111	0.7299986206019506
50	0.51	1.0	0.6731557041946779	0.6697132397374681	0.6806419901150443	0.9378347135955829	0.7869466841875974	0.7222427168578266	0.6654843212755825	0.9638003220611917	0.7843178056326853	0.7195899591270083	0.7037104929604929	0.9398585231193927	0.8029274955020046	0.7290171764175188
100	0.505	1.0	0.6702451864990109	0.6689755721997556	0.5882766132193609	0.963857448601701	0.729122138566814	0.6898176232429393	0.5744895363547358	0.9771056165557515	0.7210926533424737	0.6906391926100706	0.5929049711016672	0.9722853383015109	0.7342972490071603	0.694728001131464
150	0.4886666666666667	1.0	0.655813097462546	0.6611506816084941	0.5352879590698818	0.9783055273912359	0.6912508849516812	0.6743686766305212	0.5307744587017924	0.9875550470124796	0.6897397298882304	0.674619440667896	0.5464227547489352	0.9736691121473535	0.6989704515395733	0.6776078418092715
200	0.48950000000000005	1.0	0.6568850833960103	0.6604313306723297	0.5243019410084424	0.9813240818889863	0.6832073236876263	0.6702012416745793	0.513088406431222	0.9935872115595619	0.6764990431858828	0.668757322606407	?	?	?	?
300	0.4923333333333334	1.0	0.6596018899855538	0.6637840880659909	0.5141461598473513	0.9797064415200998	0.6738575572402301	0.6690694809947015	0.5077338084161819	0.993033769063181	0.6716973326559121	0.6685513897832743	?	?	?	?
400	0.495	1.0	0.6620068707225502	0.6657988203195326	0.5112972797877787	0.9891801640236398	0.6739778280423012	0.6702136729231605	0.5025750245831253	0.9994652406417112	0.6686970785266262	0.6693201206281099	?	?	?	?
500	0.4997999999999999	1.0	0.6663421258216783	0.6676593148212979	0.509018500257271	0.9928052343025504	0.6727988219969205	0.6703503349746709	0.5045186608935273	1.0	0.6705430511520115	0.6701879993893269	?	?	?	?
600	0.502	1.0	0.6681740762596913	0.6684356688021342	0.5081629555676969	0.9963686587290171	0.6727716721434082	0.6704646327792915	0.5060402558765243	0.9996688741721854	0.6716779359486375	0.6703889496056552	?	?	?	?
700	0.49742857142857144	1.0	0.6641525195860213	0.6655099141756126	0.5040154312946428	0.9962558751036653	0.6691522617659257	0.6677031466329032	0.5018805602755516	0.9991379310344828	0.6679186478256305	0.667337941015898	?	?	?	?
800	0.495625	1.0	0.6626296441839001	0.6636628403586365	0.5011722907200463	0.9959784059756697	0.6666584762503293	0.6652412327587912	0.4983648388674163	1.0	0.6650759725562485	0.6649773708965944	?	?	?	?
900	0.49400000000000005	1.0	0.6611716241051487	0.6630386145931773	0.49857350912104276	0.995993172271375	0.6643447781105694	0.6642001036359998	0.4967562638431732	1.0	0.6636396502635543	0.6643538726577439	?	?	?	?
1000	0.4941000000000001	1.0	0.6612240077264252	0.6628386352668482	0.49837454551124144	0.9965426025793958	0.6642814132681074	0.6639681836059829	0.4965831868436541	1.0	0.6634452632398031	0.6640529072593188	?	?	?	?
2000	0.4946499999999999	1.0	0.6618149138016916	0.663374079837366	0.4964545167241333	0.9989870330727554	0.6632080294397192	0.6639143901995157	0.4955426813493424	1.0	0.6626132020712425	0.6637941396265613	?	?	?	?
3000	0.49496666666666667	1.0	0.6621510061196274	0.6633728548050633	0.495919331121591	0.9993235364043404	0.6628563202984232	0.6636381947049921	0.49544245862399283	1.0	0.6625785395548389	0.6635994667317344	?	?	?	?
4000	0.496425	1.0	0.6634666006077362	0.6646324409130829	0.49727896771408275	0.9992443133495893	0.6640632286484781	0.6648929194033111	0.4968090364076313	1.0	0.6638101191575272	0.6648188592715374	?	?	?	?
5000	0.49804000000000004	1.0	0.6649044338501222	0.6656357012067616	0.49878769698150976	0.9994386035293971	0.665445982289155	0.6658558489437756	0.4984676708597523	1.0	0.6652861096162542	0.665825114556968	?	?	?	?
6000	0.49798333333333333	1.0	0.6648602646340865	0.6655296047516179	0.4987131694565047	0.9994970267344335	0.665399624492427	0.6657012747742296	0.4983481672947848	1.0	0.6651857573539461	0.665688486839937	?	?	?	?
7000	0.4986285714285715	1.0	0.66543850972808	0.6663676823394291	0.4992259530389366	0.9995981954151916	0.6658820185969396	0.6665097112448745	0.4989629119366918	1.0	0.6657365981357973	0.6665117652587682	?	?	?	?
8000	0.49951249999999997	1.0	0.666223441530213	0.6668120883522125	0.5001363331916143	0.9993980463354355	0.6666450828949353	0.6669601527109555	0.4998184381730506	1.0	0.6664956406423123	0.666941595908426	?	?	?	?
9000	0.4989111111111112	1.0	0.6656836800626819	0.6665135172682927	0.4994984291304824	0.9994420836230816	0.6660828709629846	0.6666284097677747	0.4991717300984466	1.0	0.6659156759656526	0.6666226140236995	?	?	?	?
10000	0.49881000000000003	1.0	0.6655965693347172	0.6665135991227981	0.4992728370108924	0.9995579826734373	0.665911131132215	0.6666237962855471	0.4990445854014731	1.0	0.6658053722878686	0.6666190923396573	?	?	?	?
