0.5	0.003	0.2	0.0059017666472529606	0.26621469901983746	0.008952702702702703	0.2	0.017027863777089782	0.3064647927364844	0.0048951048951048955	0.2	0.009541577825159913	0.3098576125888062	0.006770025839793281	0.2	0.013056092843326886	0.3197450511374255
1.0	0.017	0.9	0.03320304837231516	0.2813355025527085	0.052429371690158356	0.9	0.09778086406878392	0.3283099606160457	0.033385901287272354	0.9	0.06351855544494227	0.3349413062410852	0.04303831507643789	0.9	0.0808421724727632	0.34533447470744616
2.8	0.018	0.9	0.034890124789339595	0.2836149036251121	0.06895118951079202	0.8833333333333332	0.11329662401090972	0.3265318733077562	0.03371264459776128	0.9	0.06348275188671484	0.3342179498403121	0.05367558329165861	0.9	0.09371779962352003	0.3471701801661767
3.9	0.024	1.0	0.04675607700470437	0.28290132951585106	0.08685393772004013	0.9666666666666666	0.15437234011495843	0.34126197677741593	0.04838501136476682	1.0	0.09180868185189157	0.33813104624713036	0.07012495745232318	1.0	0.1294437072485853	0.35512858365492794
4.0	0.033999999999999996	1.0	0.06553760006949413	0.3008912609387114	0.11422315816278664	0.95	0.19491501189281327	0.3559120733699364	0.06463702380955161	1.0	0.1206874891808675	0.3641259982906562	0.08191842828262837	1.0	0.1498705953016933	0.37459910368937555
5.0	0.04800000000000001	1.0	0.09057948315657213	0.311363125048152	0.14388707369551026	0.959047619047619	0.2402480328673719	0.3732011601044046	0.10409376165165996	1.0	0.18380762659853148	0.375105909139587	0.13749668792818945	0.9800000000000001	0.23198966290736972	0.3903228698012323
10.0	0.10299999999999998	1.0	0.18565555855198812	0.3571131080268301	0.3827301785425355	0.9166666666666667	0.5344462632148828	0.4627507230918808	0.2401269760597832	1.0	0.38015611081194134	0.45617138206669755	0.35814891744831956	0.9749999999999999	0.520144153953292	0.4837620058081056
20.0	0.188	1.0	0.3148655484042418	0.4339123578499639	0.5329506827290008	0.8572945533998165	0.6413430841149568	0.5480761979726221	0.4512952002142573	0.9877622377622378	0.6136169242001074	0.5603673742367509	0.5426195319215914	0.9696107693476115	0.6836035595264282	0.5850228369796995
30.0	0.298	1.0	0.45679228350767714	0.5213221082618008	0.6072446595005864	0.8990610921645402	0.7216504306348012	0.6283741807056252	0.5538265291542117	0.9965517241379309	0.708870616828811	0.6378052297160298	0.6282339390489252	0.9538808892257169	0.7549579328058476	0.6567440866251186
50.0	0.5	1.0	0.6652379222067264	0.6653882481817064	0.7111142463068569	0.9657757686407897	0.8179811131503776	0.7474103409209519	0.7066584272512928	0.9761646575296785	0.8182935684165791	0.7477073093992663	0.7359355420973808	0.9619996915432839	0.832895949895525	0.7542373904524697
