10	0.09999999999999999	9.926881632400622E-18	1.0	0.0	0.18181818181818185	1.9853763264801244E-17	0.18181818181818185	1.9853763264801244E-17	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.17539682539682538	0.02078913619353795	1.0	0.0	0.29738095238095236	0.030848908825342358	0.29738095238095236	0.030848908825342376
20	0.049999999999999996	4.963440816200311E-18	1.0	0.0	0.09523809523809523	0.0	0.09523809523809523	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.10590409590409589	0.022368357168146117	1.0	0.0	0.19008658008658008	0.03638828422280134	0.19008658008658008	0.03638828422280133
30	0.06689655172413791	4.93315314986267E-4	1.0	0.0	0.1254032258064516	8.652909758831695E-4	0.1254032258064516	8.652909758831695E-4	0.9666666666666668	0.07153072067300875	1.0	0.0	0.9800000000000001	0.04291843240380524	0.9800000000000001	0.04291843240380524	0.9666666666666668	0.07153072067300875	1.0	0.0	0.9800000000000001	0.04291843240380524	0.9800000000000001	0.04291843240380524	0.9666666666666668	0.07153072067300875	1.0	0.0	0.9800000000000001	0.04291843240380524	0.9800000000000001	0.04291843240380524	0.12857160954987043	0.032746098389232446	0.7	0.17521376658242355	0.21078937728937727	0.04662269768433938	0.21078937728937727	0.04662269768433941
50	0.06012244897959185	2.6276591267635884E-4	1.0	0.0	0.1134252539912917	4.671817750777097E-4	0.1134252539912917	4.6718177507770677E-4	1.0	0.0	0.6666666666666667	7.941505305920498E-17	0.7999999999999999	7.941505305920498E-17	0.7999999999999999	7.941505305920498E-17	0.885	0.10494558690102218	1.0	0.0	0.9321428571428572	0.06304392091459504	0.9321428571428572	0.06304392091459506	0.925	0.08194873549970129	0.9666666666666668	0.07153072067300875	0.9371428571428572	0.05619341862836657	0.937142857142857	0.05619341862836659	0.12772166185069408	0.028484814847640674	0.7333333333333333	0.14306144134601748	0.2127333957455661	0.040471564835303876	0.2127333957455661	0.04047156483530387
100	0.05025252525252525	1.8063313301264702E-4	1.0	0.0	0.09569597069597069	3.2752161480315234E-4	0.09569597069597069	3.2752161480315234E-4	1.0	0.0	0.45999999999999996	0.065558988399761	0.6249999999999999	0.058534811071215165	0.625	0.058534811071215144	0.4875	0.10766200541775434	1.0	0.0	0.6418815088084168	0.0962922232375469	0.6418815088084168	0.09629222323754688	0.9064285714285714	0.08359506480037915	0.7	0.11533982139746879	0.7699206349206349	0.06609863346243179	0.7699206349206349	0.0660986334624318	0.1055909659446245	0.027008117010639283	0.6799999999999998	0.13111797679952203	0.17945325229263692	0.04096293979347633	0.17945325229263692	0.04096293979347632
150	0.05362065421125824	1.927130110164174E-4	1.0	0.0	0.10178348083693564	3.4716278316390914E-4	0.10178348083693564	3.4716278316390816E-4	0.9349999999999999	0.0960351540322605	0.4	0.06691086234685666	0.5524708624708625	0.06955086840246631	0.5524708624708625	0.06955086840246634	0.3276336485313781	0.07452554551622466	1.0	0.0	0.4848751132454878	0.07921800472352764	0.4848751132454877	0.07921800472352764	0.7826839826839826	0.10320146186701666	0.675	0.09118413513325657	0.7084461152882205	0.05680740699672798	0.7084461152882205	0.056807406996727976	0.11389664721866714	0.017287189281282422	0.5125	0.08435243364894696	0.18348685607033727	0.024961334841858737	0.18348685607033727	0.02496133484185874
200	0.05025227145830161	1.6156359373904132E-4	1.0	0.0	0.0956955325376378	2.929449085639042E-4	0.0956955325376378	2.929449085639042E-4	0.9425000000000001	0.06597230708789861	0.37	0.09076230957837067	0.5171916971916971	0.08090876187090616	0.5171916971916972	0.08090876187090612	0.2212328302327085	0.03018739844671723	0.99	0.021459216201902612	0.3598581647165204	0.04061729708172016	0.35985816471652043	0.04061729708172017	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.13185339943238145	0.04052353345095812	0.47000000000000003	0.07188748458528785	0.2004937867048442	0.047164062726125326	0.2004937867048442	0.047164062726125326
300	0.050201343415524916	1.1784099589819897E-4	1.0	0.0	0.09560322717920243	2.1368057311312524E-4	0.09560322717920243	2.1368057311312215E-4	0.95	0.07633668187706352	0.2733333333333333	0.054162187548141005	0.41726374760430485	0.06766311979600896	0.41726374760430496	0.06766311979600897	0.1693370074168738	0.017849768792819912	1.0	0.0	0.2888540604683948	0.025982601445818578	0.2888540604683948	0.02598260144581858	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.14790103480648678	0.02037538408686497	0.42666666666666664	0.07748244291450805	0.21602544236692395	0.02593054749400502	0.21602544236692395	0.02593054749400502
400	0.050213726219654045	9.050254199219858E-5	1.0	0.0	0.09562570065742455	1.6412098586105877E-4	0.09562570065742455	1.641209858610555E-4	0.8241117216117215	0.0878359093043177	0.31500000000000006	0.057780707939588276	0.4486109675764848	0.060538351213512	0.44861096757648483	0.060538351213512025	0.14636035416974988	0.012705504748112058	1.0	0.0	0.254932555877755	0.01917837876472824	0.254932555877755	0.019178378764728242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22341618202176122	0.0346790223483136	0.32499999999999996	0.05364804050475656	0.2564025936525246	0.025597323632808536	0.2564025936525246	0.025597323632808536
500	0.05022128789057704	8.99789169211364E-5	1.0	0.0	0.0956394126120754	1.631716285190267E-4	0.0956394126120754	1.631716285190267E-4	0.8265434565434567	0.12326015780153059	0.268	0.05729606260817579	0.39365545207595365	0.06359690528750343	0.3936554520759537	0.06359690528750346	0.12716363316096632	0.00732877762397198	0.9960000000000001	0.008583686480761056	0.22535175942981786	0.011337773366828894	0.22535175942981786	0.011337773366828887	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.216807123296172	0.03498117805249443	0.324	0.05643225341593227	0.2560509757767215	0.03780767430324279	0.2560509757767215	0.03780767430324279
