0.5	38.5	3.1869324341755347	80.8	5.408025249941055	916.8	128.9489997590675	15.8	2.117115996822092
1.0	33.8	3.4867099311528613	51.2	6.49158532132175	451.1	72.79033757770326	13.8	0.7008550663296941
2.8	33.4	2.4193885045606045	53.2	9.330852817615334	440.2	47.43171829297353	14.4	1.0705737975497065
3.9	42.5	11.252171158492034	41.2	2.0433260885135294	445.0	41.48288454386941	15.4	0.7965323948214534
4.0	35.6	4.036259963877451	41.0	4.444124867732678	482.8	77.89876112329387	13.9	0.9833848259964152
5.0	35.5	1.403534089361566	38.6	2.197751563757833	407.7	25.982592749839267	15.9	0.9298993687491137
10.0	36.6	1.0705737975497065	48.0	4.512675827045412	581.5	136.58743818616702	24.2	16.442110642615194
20.0	47.6	10.591378713651967	75.3	18.53197943890506	1173.4	230.14806788642824	18.3	1.063380611070185
30.0	50.5	7.261337095879795	70.3	5.088745944139872	1221.3	168.7640135758924	17.7	1.1990733772376068
50.0	63.7	9.84970491354944	67.3	4.220312519707515	1253.1	207.09655731652325	15.7	0.8493802470036608
