10	26.8	10.632843731758685	19.8	0.4291843240380524	54.6	8.590836574862776	3.0	0.5540745798175549
20	24.5	1.7300973209620316	27.5	1.6074530226417192	92.1	12.940735739361962	5.3	0.32779494199880516
30	29.9	5.270508540549005	46.5	10.91986210627222	268.1	64.50107972891617	8.2	0.6235903655445615
50	48.2	12.197193978288611	79.1	5.092766285232417	912.2	61.21525354144995	13.9	0.8124328132221149
100	141.9	37.22134574724562	222.6	22.497975265698912	4534.8	1032.2216996024372	30.6	1.7579684229245984
150	321.6	74.722183668948	428.8	28.340612353017352	12795.7	1466.388568559645	48.8	6.754257761145928
200	446.7	61.94415860372953	534.9	32.01581134183546	NaN	NaN	53.8	1.3111797679952206
300	791.2	141.85925202137506	916.3	47.6676450452925	NaN	NaN	85.4	3.719597474996455
400	1225.4	117.52791275308178	1275.5	94.22105703599381	NaN	NaN	116.9	3.9626986304789815
500	1733.7	155.3188921150418	1570.4	82.22996926580964	NaN	NaN	154.6	10.0408342968102
600	2073.3	198.29008615542025	1862.8	126.61778118220204	NaN	NaN	221.5	22.95289196288781
700	2451.6	312.02110320030596	2216.4	114.56318776542489	NaN	NaN	290.4	41.60629116679352
800	2843.5	301.6923367277664	2444.2	172.74300277737447	NaN	NaN	371.3	37.15337582190883
900	3084.1	317.3350520771949	2760.7	150.3980138797185	NaN	NaN	439.3	64.05419273836803
1000	3419.5	386.4815164427143	3050.4	195.31455093222317	NaN	NaN	541.3	68.13394077083755
2000	6690.7	546.7240476648561	5673.0	392.74873519959294	NaN	NaN	2891.1	484.5494872641555
3000	10599.5	1059.7573201738687	8154.2	703.5777684523467	NaN	NaN	6234.5	929.4282058327797
4000	12849.7	1360.9597048325288	9506.7	604.0136435380941	NaN	NaN	6784.1	677.942981868679
5000	16627.0	1143.4223176515316	11899.0	696.5792915883159	NaN	NaN	8202.6	787.722927997869
6000	19142.5	2514.000929828026	13466.4	1568.8067757321853	NaN	NaN	9696.1	665.6255035517463
7000	22217.4	2782.8521065271457	15618.4	1891.7892449920355	NaN	NaN	12539.4	1695.6113803443568
8000	23180.4	2374.549714446614	16574.1	1063.6390845964415	NaN	NaN	14434.6	763.1680404708363
9000	24483.3	3367.1608215132114	16962.2	2239.154766588336	NaN	NaN	17865.9	1806.4867737097093
10000	25094.9	3667.754878211514	17832.1	2813.9813392364267	NaN	NaN	19517.1	1048.9066173031592
