WA	46.590118	-118.897786	0
WA	46.628757	-120.573967	0
WA	47.857022	-122.28301	0
WA	46.637538	-120.794978	0
WA	45.937521	-122.686548	0
WA	48.659128	-122.867603	0
WA	47.05221	-122.025502	0
OR	45.594526	-123.138952	0
OR	45.82394	-118.524881	0
WA	46.730891	-124.027885	0
WA	48.046751	-122.056379	0
WA	48.319858	-122.629353	0
WA	48.834208	-122.335734	0
OR	45.219924	-122.840536	0
OR	45.409448	-122.8014	0
OR	45.48169	-122.637331	0
WA	45.603216	-122.513318	0
WA	45.851428	-120.354257	0
ID	47.154416	-116.430997	0
ID	47.553491	-116.01401	0
OR	45.173284	-122.259861	0
WA	47.912402	-122.302114	0
WA	47.432927	-122.117999	0
WA	48.310127	-122.655862	0
WA	47.128485	-122.373631	0
WA	47.497831	-120.214402	0
WA	46.873509	-122.661394	0
WA	45.756797	-122.620162	0
OR	45.176795	-123.846	0
WA	48.364253	-122.140311	0
WA	48.814753	-121.988548	0
WA	47.732624	-122.564557	0
WA	48.293181	-117.739245	0
WA	47.109524	-122.037015	0
WA	47.698025	-122.625529	0
OR	45.454855	-123.965029	0
WA	48.737714	-117.36469	0
WA	46.117122	-119.090676	0
WA	47.976301	-124.369332	0
OR	45.810934	-123.962989	0
WA	45.850437	-121.312852	0
OR	45.483341	-122.596154	0
WA	48.435248	-122.208184	0
OR	45.343615	-122.664926	0

NJ	40.689339	-74.472198	0
NY	42.027102	-76.764516	0
NY	40.715424	-73.260912	0
PA	41.320734	-75.199395	0
NJ	41.040597	-74.718191	0
NY	42.371552	-76.197488	0
NY	41.549045	-73.670325	0
VT	43.991942	-73.171578	0
PA	40.155129	-78.916785	0
NJ	40.52057	-74.794632	0
CT	41.644546	-72.06769	0
NY	43.909848	-75.365264	0
MA	42.454796	-70.974694	0
NY	41.531346	-74.849136	0
CT	41.219093	-73.252696	0
NH	43.16136	-70.942666	0
NY	40.654626	-73.608972	0
PA	40.595462	-76.246441	0
NY	43.098983	-76.413216	0
NY	40.626453	-73.725825	0
PA	40.248798	-79.764638	0
ME	43.573684	-70.749181	0
NJ	40.951587	-74.186269	0
CT	41.860009	-72.933467	0
MA	42.752844	-71.084301	0
NJ	41.099796	-74.443399	0
ME	44.555618	-70.691857	0
NY	40.904538	-73.806277	0
NY	42.958041	-77.308256	0
PA	40.59782	-76.14932	0


FL	29.853852	-83.442125	0
FL	30.183372	-84.34906	0
FL	28.72449	-81.294452	0
FL	27.251266	-80.345407	0
FL	30.442582	-85.046048	0
FL	26.11842	-80.251988	0
FL	27.704046	-82.35742	0
FL	29.813555	-81.946556	0
FL	28.744752	-81.22328	0
AL	30.475955	-87.917867	0
FL	30.211903	-82.626332	0
FL	29.59344	-81.589937	0
FL	26.563728	-81.726965	0
FL	29.680616	-83.089669	0
FL	26.690881	-81.448873	0
FL	28.787963	-82.567981	0
FL	25.767476	-80.234971	0
FL	25.855534	-81.38719	0
FL	28.731322	-81.537602	0
FL	28.651275	-81.34184	0
FL	27.980218	-82.322484	0
FL	28.859286	-82.508694	0
FL	26.384203	-80.081114	0
FL	27.312492	-80.313322	0
FL	30.047063	-82.12691	0
FL	27.420316	-80.945361	0
FL	28.587996	-81.870269	0
MS	30.295608	-89.463187	0
FL	27.850547	-82.826267	0
FL	25.826996	-80.319991	0
FL	29.966454	-83.659371	0
FL	29.68875	-81.406081	0
FL	28.939718	-81.233099	0
LA	30.067646	-89.815993	0
FL	29.682383	-82.201383	0
FL	27.733448	-82.690035	0
FL	27.511616	-80.364447	0
FL	28.306726	-80.686159	0
FL	27.975742	-82.240415	0
FL	30.352488	-81.665918	0
FL	28.388834	-81.175651	0
FL	26.606491	-81.95016	0
FL	27.405429	-82.543519	0
FL	27.189748	-80.254768	0
FL	26.628272	-80.132569	0
FL	27.953124	-80.634	0
FL	30.386063	-82.77389	0
FL	28.948753	-82.406476	0
FL	26.71613	-81.607007	0
FL	29.128062	-82.297544	0
