10	153.6	19.15955393885776	154.4	20.918792064935296	188.5	18.971829700374183	5.0	1.0609720448720596
20	154.8	15.817187645849055	157.1	16.472113242568483	373.7	100.1164624169472	9.1	1.0824562235952084
30	145.4	2.846886737473059	154.1	17.949650582560096	810.7	135.1911886353693	13.6	1.4729076875351013
50	180.0	12.058815135824911	186.1	15.669799900317807	3087.7	858.9628656676633	21.8	1.2306610516303829
100	272.1	45.249555940760345	278.7	21.454566201254224	39838.4	19466.7666832742	46.9	2.382091139314363
150	348.6	29.70583933868895	382.2	30.48216009117464	842880.0	394337.24952608417	74.8	8.782854031805378
200	353.0	44.95749896157481	388.8	28.656602998680768	NaN	NaN	76.0	6.868439246291692
300	465.4	52.740216892386776	492.6	33.3646150167509	NaN	NaN	113.7	3.918551855469058
400	581.4	52.75767687925616	593.8	72.47569429694344	NaN	NaN	157.7	9.09340880440333
500	733.2	81.70975231429843	746.9	79.06358216395208	NaN	NaN	199.8	8.438199920836198
600	833.3	68.27797447145015	810.7	63.67443617531292	NaN	NaN	257.0	13.243812001081864
700	1018.2	96.99618474385474	970.2	85.4974959725956	NaN	NaN	319.1	20.658513000600987
800	1114.8	82.6932256818175	1071.0	85.9875431596926	NaN	NaN	399.7	33.4929566805321
900	1249.3	111.69931443336615	1171.9	87.65268971592371	NaN	NaN	452.0	47.222195926068494
1000	1313.2	126.59312858849803	1194.5	156.81754464631817	NaN	NaN	528.4	32.30655521246423
2000	2646.0	325.30139647360875	2314.7	280.69661928025425	NaN	NaN	1762.5	208.32277038869276
3000	4029.4	479.50294080826666	3397.6	190.04036538634628	NaN	NaN	4521.9	698.2878229132425
4000	5329.4	635.7536170635412	4679.3	558.7419354595143	NaN	NaN	8074.8	1033.9491299473025
5000	6204.7	603.0165375663291	5511.0	583.9535144457305	NaN	NaN	13831.0	1180.148072688847
6000	7399.0	682.683741840334	6339.0	505.3464940266628	NaN	NaN	15844.3	1364.6870792131665
7000	8470.0	570.9568502618038	7472.9	437.6946561642671	NaN	NaN	15645.0	999.19138349019
8000	9930.6	584.635874114013	8642.6	641.9238132510866	NaN	NaN	17074.3	1308.8145473043014
9000	12379.4	941.3375005719129	9833.7	929.1628085805867	NaN	NaN	20640.0	1808.8273337677974
10000	14932.2	1441.8639827374234	11871.3	1292.618749108771	NaN	NaN	24099.7	2972.2351896294076
